"COUNTY","YEAR","WATER_SYSTEM_NUMBER","VIOLATION_TYPE_NAME","REGULATING_AGENCY","VIOL_MONTH","WaterSystemName","FederalWaterSystemType","StateWaterSystemType","WaterSystemStatus","OwnerType","PrimaryWaterSourceType","ResidentialPopulation","NonTransientPopulation","TransientPopulation","TotalPopulation","SC_Agricultural","SC_Combined","SC_Commercial","SC_Institutional","SC_Residential","SC_Total","FeeCodeDescription","SNSVVisitDate","CITY","TreatmentPlantClass","DistributionSystemClass","Kids","Teen","Senior","Adult1","Adult2"
"MADERA",2013,"CA2000567","MCL,  AVERAGE","LPA50 - MADERA COUNTY",10,"YOSEMITE HIGH SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,796,0,796,NA,1,0,0,0,1,"NonTransient-NonCommunity Water System","6/2/2011","OAKHURST","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000592","MCL,  AVERAGE","LPA50 - MADERA COUNTY",1,"TWO TWENTY FOUR MOBILE HOME PK","Community","Community","ACTIVE","Private","Groundwater",30,0,0,30,NA,15,0,0,0,15,"#N/A","6/3/2016","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000592","MCL,  AVERAGE","LPA50 - MADERA COUNTY",1,"TWO TWENTY FOUR MOBILE HOME PK","Community","Community","ACTIVE","Private","Groundwater",30,0,0,30,NA,15,0,0,0,15,"#N/A","6/3/2016","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000592","MCL,  AVERAGE","LPA50 - MADERA COUNTY",1,"TWO TWENTY FOUR MOBILE HOME PK","Community","Community","ACTIVE","Private","Groundwater",30,0,0,30,NA,15,0,0,0,15,"#N/A","6/3/2016","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000592","MCL,  AVERAGE","LPA50 - MADERA COUNTY",4,"TWO TWENTY FOUR MOBILE HOME PK","Community","Community","ACTIVE","Private","Groundwater",30,0,0,30,NA,15,0,0,0,15,"#N/A","6/3/2016","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000592","MCL,  AVERAGE","LPA50 - MADERA COUNTY",4,"TWO TWENTY FOUR MOBILE HOME PK","Community","Community","ACTIVE","Private","Groundwater",30,0,0,30,NA,15,0,0,0,15,"#N/A","6/3/2016","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000592","MCL,  AVERAGE","LPA50 - MADERA COUNTY",4,"TWO TWENTY FOUR MOBILE HOME PK","Community","Community","ACTIVE","Private","Groundwater",30,0,0,30,NA,15,0,0,0,15,"#N/A","6/3/2016","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000592","MCL,  AVERAGE","LPA50 - MADERA COUNTY",7,"TWO TWENTY FOUR MOBILE HOME PK","Community","Community","ACTIVE","Private","Groundwater",30,0,0,30,NA,15,0,0,0,15,"#N/A","6/3/2016","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000592","MCL,  AVERAGE","LPA50 - MADERA COUNTY",7,"TWO TWENTY FOUR MOBILE HOME PK","Community","Community","ACTIVE","Private","Groundwater",30,0,0,30,NA,15,0,0,0,15,"#N/A","6/3/2016","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000592","MCL,  AVERAGE","LPA50 - MADERA COUNTY",7,"TWO TWENTY FOUR MOBILE HOME PK","Community","Community","ACTIVE","Private","Groundwater",30,0,0,30,NA,15,0,0,0,15,"#N/A","6/3/2016","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000592","MCL,  AVERAGE","LPA50 - MADERA COUNTY",10,"TWO TWENTY FOUR MOBILE HOME PK","Community","Community","ACTIVE","Private","Groundwater",30,0,0,30,NA,15,0,0,0,15,"#N/A","6/3/2016","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000592","MCL,  AVERAGE","LPA50 - MADERA COUNTY",10,"TWO TWENTY FOUR MOBILE HOME PK","Community","Community","ACTIVE","Private","Groundwater",30,0,0,30,NA,15,0,0,0,15,"#N/A","6/3/2016","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000592","MCL,  AVERAGE","LPA50 - MADERA COUNTY",10,"TWO TWENTY FOUR MOBILE HOME PK","Community","Community","ACTIVE","Private","Groundwater",30,0,0,30,NA,15,0,0,0,15,"#N/A","6/3/2016","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000612","MCL,  AVERAGE","LPA50 - MADERA COUNTY",1,"NORTH FORK UNION SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,350,0,350,NA,3,0,0,0,3,"NonTransient-NonCommunity Water System","3/18/2009","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000612","MCL,  AVERAGE","LPA50 - MADERA COUNTY",1,"NORTH FORK UNION SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,350,0,350,NA,3,0,0,0,3,"NonTransient-NonCommunity Water System","3/18/2009","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000612","MCL,  AVERAGE","LPA50 - MADERA COUNTY",4,"NORTH FORK UNION SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,350,0,350,NA,3,0,0,0,3,"NonTransient-NonCommunity Water System","3/18/2009","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000612","MCL,  AVERAGE","LPA50 - MADERA COUNTY",4,"NORTH FORK UNION SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,350,0,350,NA,3,0,0,0,3,"NonTransient-NonCommunity Water System","3/18/2009","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000612","MCL,  AVERAGE","LPA50 - MADERA COUNTY",7,"NORTH FORK UNION SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,350,0,350,NA,3,0,0,0,3,"NonTransient-NonCommunity Water System","3/18/2009","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000612","MCL,  AVERAGE","LPA50 - MADERA COUNTY",7,"NORTH FORK UNION SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,350,0,350,NA,3,0,0,0,3,"NonTransient-NonCommunity Water System","3/18/2009","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000612","MCL,  AVERAGE","LPA50 - MADERA COUNTY",10,"NORTH FORK UNION SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,350,0,350,NA,3,0,0,0,3,"NonTransient-NonCommunity Water System","3/18/2009","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000612","MCL,  AVERAGE","LPA50 - MADERA COUNTY",10,"NORTH FORK UNION SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,350,0,350,NA,3,0,0,0,3,"NonTransient-NonCommunity Water System","3/18/2009","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000729","MCL,  AVERAGE","DISTRICT 11 - MERCED",10,"MADERA CO SA#16 SUMNER HILL-WATER SYSTEM","Community","Community","ACTIVE","Local","Surface Water",135,0,0,135,NA,41,0,0,0,41,"Small Community","10/12/2016","MADERA","Treatment Operator Level 2","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000729","MCL,  AVERAGE","DISTRICT 11 - MERCED",10,"MADERA CO SA#16 SUMNER HILL-WATER SYSTEM","Community","Community","ACTIVE","Local","Surface Water",135,0,0,135,NA,41,0,0,0,41,"Small Community","10/12/2016","MADERA","Treatment Operator Level 2","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000737","MCL, SINGLE SAMPLE","LPA50 - MADERA COUNTY",1,"MD 42 STILL MEADOW","Community","Community","ACTIVE","Local","Groundwater",100,0,0,100,NA,34,0,0,0,34,"Small Community","3/2/2016","OAKHURST","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000737","MCL, SINGLE SAMPLE","LPA50 - MADERA COUNTY",1,"MD 42 STILL MEADOW","Community","Community","ACTIVE","Local","Groundwater",100,0,0,100,NA,34,0,0,0,34,"Small Community","3/2/2016","OAKHURST","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000737","MCL, SINGLE SAMPLE","LPA50 - MADERA COUNTY",1,"MD 42 STILL MEADOW","Community","Community","ACTIVE","Local","Groundwater",100,0,0,100,NA,34,0,0,0,34,"Small Community","3/2/2016","OAKHURST","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000785","MCL,  AVERAGE","LPA50 - MADERA COUNTY",1,"VALLEY TEEN RANCH","Community","Community","ACTIVE","Private","Groundwater",50,0,0,50,NA,4,0,0,0,4,"Small Community","6/7/2016","MADERA","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000785","MCL,  AVERAGE","LPA50 - MADERA COUNTY",1,"VALLEY TEEN RANCH","Community","Community","ACTIVE","Private","Groundwater",50,0,0,50,NA,4,0,0,0,4,"Small Community","6/7/2016","MADERA","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000785","MCL,  AVERAGE","LPA50 - MADERA COUNTY",4,"VALLEY TEEN RANCH","Community","Community","ACTIVE","Private","Groundwater",50,0,0,50,NA,4,0,0,0,4,"Small Community","6/7/2016","MADERA","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000785","MCL,  AVERAGE","LPA50 - MADERA COUNTY",4,"VALLEY TEEN RANCH","Community","Community","ACTIVE","Private","Groundwater",50,0,0,50,NA,4,0,0,0,4,"Small Community","6/7/2016","MADERA","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000785","MCL, SINGLE SAMPLE","LPA50 - MADERA COUNTY",1,"VALLEY TEEN RANCH","Community","Community","ACTIVE","Private","Groundwater",50,0,0,50,NA,4,0,0,0,4,"Small Community","6/7/2016","MADERA","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000785","MCL, SINGLE SAMPLE","LPA50 - MADERA COUNTY",1,"VALLEY TEEN RANCH","Community","Community","ACTIVE","Private","Groundwater",50,0,0,50,NA,4,0,0,0,4,"Small Community","6/7/2016","MADERA","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000800","MCL, SINGLE SAMPLE","LPA50 - MADERA COUNTY",1,"MARQUEZ RENTAL","Community","Community","ACTIVE","Private","Groundwater",50,0,0,50,NA,20,0,0,0,20,"#N/A","6/28/2016","FIREBAUGH","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000828","MCL,  AVERAGE","LPA50 - MADERA COUNTY",1,"SHADY OAKS MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",40,0,0,40,NA,21,0,0,0,21,"#N/A","6/26/2015","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000828","MCL,  AVERAGE","LPA50 - MADERA COUNTY",1,"SHADY OAKS MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",40,0,0,40,NA,21,0,0,0,21,"#N/A","6/26/2015","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000828","MCL,  AVERAGE","LPA50 - MADERA COUNTY",4,"SHADY OAKS MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",40,0,0,40,NA,21,0,0,0,21,"#N/A","6/26/2015","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000828","MCL,  AVERAGE","LPA50 - MADERA COUNTY",4,"SHADY OAKS MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",40,0,0,40,NA,21,0,0,0,21,"#N/A","6/26/2015","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000828","MCL,  AVERAGE","LPA50 - MADERA COUNTY",7,"SHADY OAKS MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",40,0,0,40,NA,21,0,0,0,21,"#N/A","6/26/2015","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000828","MCL,  AVERAGE","LPA50 - MADERA COUNTY",9,"SHADY OAKS MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",40,0,0,40,NA,21,0,0,0,21,"#N/A","6/26/2015","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2000828","MCL,  AVERAGE","LPA50 - MADERA COUNTY",7,"SHADY OAKS MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",40,0,0,40,NA,21,0,0,0,21,"#N/A","6/26/2015","NORTH FORK","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010007","MCL,  AVERAGE","DISTRICT 11 - MERCED",1,"HILLVIEW WC-OAKHURST/SIERRA LAKES","Community","Community","ACTIVE","Private","Groundwater",3818,0,0,4328,NA,1043,0,0,0,1043,"Disadvantaged Large Community Water System","12/7/2016","OAKHURST","Treatment Operator Level 2","Distribution Operator Level 3",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010007","MCL,  AVERAGE","DISTRICT 11 - MERCED",1,"HILLVIEW WC-OAKHURST/SIERRA LAKES","Community","Community","ACTIVE","Private","Groundwater",3818,0,0,4328,NA,1043,0,0,0,1043,"Disadvantaged Large Community Water System","12/7/2016","OAKHURST","Treatment Operator Level 2","Distribution Operator Level 3",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010007","MCL,  AVERAGE","DISTRICT 11 - MERCED",1,"HILLVIEW WC-OAKHURST/SIERRA LAKES","Community","Community","ACTIVE","Private","Groundwater",3818,0,0,4328,NA,1043,0,0,0,1043,"Disadvantaged Large Community Water System","12/7/2016","OAKHURST","Treatment Operator Level 2","Distribution Operator Level 3",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010007","MCL,  AVERAGE","DISTRICT 11 - MERCED",4,"HILLVIEW WC-OAKHURST/SIERRA LAKES","Community","Community","ACTIVE","Private","Groundwater",3818,0,0,4328,NA,1043,0,0,0,1043,"Disadvantaged Large Community Water System","12/7/2016","OAKHURST","Treatment Operator Level 2","Distribution Operator Level 3",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010007","MCL,  AVERAGE","DISTRICT 11 - MERCED",4,"HILLVIEW WC-OAKHURST/SIERRA LAKES","Community","Community","ACTIVE","Private","Groundwater",3818,0,0,4328,NA,1043,0,0,0,1043,"Disadvantaged Large Community Water System","12/7/2016","OAKHURST","Treatment Operator Level 2","Distribution Operator Level 3",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010007","MCL,  AVERAGE","DISTRICT 11 - MERCED",4,"HILLVIEW WC-OAKHURST/SIERRA LAKES","Community","Community","ACTIVE","Private","Groundwater",3818,0,0,4328,NA,1043,0,0,0,1043,"Disadvantaged Large Community Water System","12/7/2016","OAKHURST","Treatment Operator Level 2","Distribution Operator Level 3",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010007","MCL,  AVERAGE","DISTRICT 11 - MERCED",7,"HILLVIEW WC-OAKHURST/SIERRA LAKES","Community","Community","ACTIVE","Private","Groundwater",3818,0,0,4328,NA,1043,0,0,0,1043,"Disadvantaged Large Community Water System","12/7/2016","OAKHURST","Treatment Operator Level 2","Distribution Operator Level 3",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010007","MCL,  AVERAGE","DISTRICT 11 - MERCED",7,"HILLVIEW WC-OAKHURST/SIERRA LAKES","Community","Community","ACTIVE","Private","Groundwater",3818,0,0,4328,NA,1043,0,0,0,1043,"Disadvantaged Large Community Water System","12/7/2016","OAKHURST","Treatment Operator Level 2","Distribution Operator Level 3",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010007","MCL,  AVERAGE","DISTRICT 11 - MERCED",7,"HILLVIEW WC-OAKHURST/SIERRA LAKES","Community","Community","ACTIVE","Private","Groundwater",3818,0,0,4328,NA,1043,0,0,0,1043,"Disadvantaged Large Community Water System","12/7/2016","OAKHURST","Treatment Operator Level 2","Distribution Operator Level 3",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010007","MCL,  AVERAGE","DISTRICT 11 - MERCED",10,"HILLVIEW WC-OAKHURST/SIERRA LAKES","Community","Community","ACTIVE","Private","Groundwater",3818,0,0,4328,NA,1043,0,0,0,1043,"Disadvantaged Large Community Water System","12/7/2016","OAKHURST","Treatment Operator Level 2","Distribution Operator Level 3",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010007","MCL,  AVERAGE","DISTRICT 11 - MERCED",10,"HILLVIEW WC-OAKHURST/SIERRA LAKES","Community","Community","ACTIVE","Private","Groundwater",3818,0,0,4328,NA,1043,0,0,0,1043,"Disadvantaged Large Community Water System","12/7/2016","OAKHURST","Treatment Operator Level 2","Distribution Operator Level 3",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010007","MCL,  AVERAGE","DISTRICT 11 - MERCED",10,"HILLVIEW WC-OAKHURST/SIERRA LAKES","Community","Community","ACTIVE","Private","Groundwater",3818,0,0,4328,NA,1043,0,0,0,1043,"Disadvantaged Large Community Water System","12/7/2016","OAKHURST","Treatment Operator Level 2","Distribution Operator Level 3",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010012","MCL,  AVERAGE","DISTRICT 11 - MERCED",1,"HILLVIEW WATER CO-RAYMOND","Community","Community","ACTIVE","Private","Groundwater",307,0,0,307,NA,94,0,0,0,94,"Disadvantaged Small Community Water System","11/17/2015","RAYMOND","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010012","MCL,  AVERAGE","DISTRICT 11 - MERCED",1,"HILLVIEW WATER CO-RAYMOND","Community","Community","ACTIVE","Private","Groundwater",307,0,0,307,NA,94,0,0,0,94,"Disadvantaged Small Community Water System","11/17/2015","RAYMOND","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010012","MCL,  AVERAGE","DISTRICT 11 - MERCED",1,"HILLVIEW WATER CO-RAYMOND","Community","Community","ACTIVE","Private","Groundwater",307,0,0,307,NA,94,0,0,0,94,"Disadvantaged Small Community Water System","11/17/2015","RAYMOND","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010012","MCL,  AVERAGE","DISTRICT 11 - MERCED",4,"HILLVIEW WATER CO-RAYMOND","Community","Community","ACTIVE","Private","Groundwater",307,0,0,307,NA,94,0,0,0,94,"Disadvantaged Small Community Water System","11/17/2015","RAYMOND","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010012","MCL,  AVERAGE","DISTRICT 11 - MERCED",4,"HILLVIEW WATER CO-RAYMOND","Community","Community","ACTIVE","Private","Groundwater",307,0,0,307,NA,94,0,0,0,94,"Disadvantaged Small Community Water System","11/17/2015","RAYMOND","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010012","MCL,  AVERAGE","DISTRICT 11 - MERCED",4,"HILLVIEW WATER CO-RAYMOND","Community","Community","ACTIVE","Private","Groundwater",307,0,0,307,NA,94,0,0,0,94,"Disadvantaged Small Community Water System","11/17/2015","RAYMOND","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010012","MCL, SINGLE SAMPLE","DISTRICT 11 - MERCED",7,"HILLVIEW WATER CO-RAYMOND","Community","Community","ACTIVE","Private","Groundwater",307,0,0,307,NA,94,0,0,0,94,"Disadvantaged Small Community Water System","11/17/2015","RAYMOND","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010012","MCL,  AVERAGE","DISTRICT 11 - MERCED",7,"HILLVIEW WATER CO-RAYMOND","Community","Community","ACTIVE","Private","Groundwater",307,0,0,307,NA,94,0,0,0,94,"Disadvantaged Small Community Water System","11/17/2015","RAYMOND","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010012","MCL,  AVERAGE","DISTRICT 11 - MERCED",7,"HILLVIEW WATER CO-RAYMOND","Community","Community","ACTIVE","Private","Groundwater",307,0,0,307,NA,94,0,0,0,94,"Disadvantaged Small Community Water System","11/17/2015","RAYMOND","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010012","MCL, SINGLE SAMPLE","DISTRICT 11 - MERCED",10,"HILLVIEW WATER CO-RAYMOND","Community","Community","ACTIVE","Private","Groundwater",307,0,0,307,NA,94,0,0,0,94,"Disadvantaged Small Community Water System","11/17/2015","RAYMOND","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010012","MCL,  AVERAGE","DISTRICT 11 - MERCED",10,"HILLVIEW WATER CO-RAYMOND","Community","Community","ACTIVE","Private","Groundwater",307,0,0,307,NA,94,0,0,0,94,"Disadvantaged Small Community Water System","11/17/2015","RAYMOND","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2013,"CA2010012","MCL,  AVERAGE","DISTRICT 11 - MERCED",10,"HILLVIEW WATER CO-RAYMOND","Community","Community","ACTIVE","Private","Groundwater",307,0,0,307,NA,94,0,0,0,94,"Disadvantaged Small Community Water System","11/17/2015","RAYMOND","#N/A","Distribution Operator Level 1",25997,23744,11702,22124,68668
"MADERA",2014,"CA2000506","MCL, SINGLE SAMPLE","LPA50 - MADERA COUNTY",1,"SIERRA LINDA MUTUAL WATER CO","Community","Community","ACTIVE","Private","Groundwater",180,0,0,180,NA,89,0,0,0,89,"#N/A","12/9/2016","WISHON","#N/A","Distribution Operator Level 1",26081,23763,12224,22643,69470
"MADERA",2014,"CA2000506","MCL, SINGLE SAMPLE","LPA50 - MADERA COUNTY",1,"SIERRA LINDA MUTUAL WATER CO","Community","Community","ACTIVE","Private","Groundwater",180,0,0,180,NA,89,0,0,0,89,"#N/A","12/9/2016","WISHON","#N/A","Distribution Operator Level 1",26081,23763,12224,22643,69470
"MADERA",2014,"CA2000506","MCL, SINGLE SAMPLE","LPA50 - MADERA COUNTY",1,"SIERRA LINDA MUTUAL WATER CO","Community","Community","ACTIVE","Private","Groundwater",180,0,0,180,NA,89,0,0,0,89,"#N/A","12/9/2016","WISHON","#N/A","Distribution Operator Level 1",26081,23763,12224,22643,69470
